week	dk1_price_vol	dk1_load_vol	dk1_wind_vol	dk1_pen_vol	dk1_exim_vol	dk1_load	dk1_wind	dk1_pen	dk1_exim
233	1.750528426	5.459324224	6.180423367	-1.601726039	5.741752286	7.682561991	6.548739161	-1.150911936	-0.830007143
234	1.987657092	5.36296018	6.464734478	-1.189444836	6.290683933	7.731157658	7.146875286	-0.532548751	-0.498541667
235	1.465370743	5.441960233	5.837412098	-1.852035495	5.599574241	7.705937922	5.856196954	-1.800275859	-1.021200595
236	1.121785235	5.368377948	5.761961753	-2.033517442	5.4389853	7.693893936	6.552558833	-1.133592131	-1.320785714
237	0.915820482	5.318742594	6.268345626	-1.479856305	5.817900379	7.659157329	6.617116459	-1.048993932	-1.073580952
238	1.439708758	4.8620296	6.006695264	-1.537089816	6.422751162	7.562006932	6.430141816	-1.110724834	-1.027698214
239	0.188838729	4.635434475	5.297738533	-2.241050196	5.207974246	7.585314332	5.870086889	-1.699371809	-0.796051786
240	0.626873457	4.838952011	5.768586323	-1.751133416	6.13109655	7.630562389	6.204317233	-1.372457854	-0.564788095
241	2.049315972	5.186386263	6.419684126	-1.137128189	6.349448603	7.676680592	6.423894172	-1.175888933	-0.081043452
242	2.136043377	5.262976132	6.301730519	-1.435648223	6.367210714	7.690879178	7.399456331	-0.27042646	0.545636905
243	0.711294273	5.302026177	6.339572043	-1.456699226	6.131754767	7.700136209	7.447643743	-0.231544707	0.571073214
244	1.027354179	5.269440023	5.780201173	-1.896009238	6.228223039	7.686490205	6.141550856	-1.504387849	-0.25498631
245	0.51172196	5.287727055	4.540576478	-2.990313228	5.296766428	7.683546177	5.511602964	-2.088232571	-0.0884
246	0.843626495	5.332673539	6.118574165	-1.576589858	5.689807248	7.689553612	6.656236748	-1.016937231	-0.387395833
247	1.207611372	5.323245037	6.175959029	-1.491563899	6.317698388	7.682822525	6.852242569	-0.807930958	-0.17203869
248	1.349135733	5.340450873	6.261716828	-1.451776199	6.279065442	7.702453944	7.08836406	-0.584893418	0.332900595
249	1.864587688	5.336940423	6.232708142	-1.273066511	6.576333897	7.7067334	6.5095672	-1.092198862	-0.591858333
250	0.683260858	5.502752083	6.685937073	-1.196011704	6.092504058	7.727451197	7.446883715	-0.28497425	0.369081548
251	1.195305928	5.127031169	6.15859096	-1.381175157	6.330477644	7.716129321	6.8628264	-0.814411391	-0.32555
252	1.558222457	5.335972257	6.327017179	-1.29649173	5.942808778	7.754849853	7.299705825	-0.41459213	-0.153208476
253	2.164695045	5.31657504	6.649161858	-1.088370289	6.204065636	7.747989989	7.229899163	-0.471019729	-0.298305357
254	1.607797061	5.345768059	6.273719321	-1.422893764	6.217007049	7.774335423	7.066903654	-0.64177342	-0.283815476
255	1.738783693	5.052958661	6.697570171	-0.955138099	6.478733242	7.790215885	7.356066997	-0.374560843	-0.108254762
256	1.976532704	5.178782799	6.323196405	-1.388001824	6.516686028	7.801990276	6.728194194	-1.007870672	-0.428727381
257	1.91642881	5.084160742	6.510726687	-1.277667532	6.416584507	7.819117218	7.295395802	-0.485026486	0.225632738
258	2.42882787	5.436494129	6.633440924	-1.052156778	6.494057227	7.831709429	6.765491997	-0.969443772	-0.371968452
259	1.614487114	5.419001565	6.538037107	-1.291089422	6.198535717	7.847888088	7.63319965	-0.173444552	0.498242262
260	2.184253029	5.144294672	6.324610765	-1.332736926	6.093363359	7.846624893	7.692143223	-0.101631273	0.707327381
261	2.151211387	4.894278932	6.672887059	-1.118773457	6.578420394	7.712574267	7.064748853	-0.65612798	0.612830357
