date	op1_price	op2_price	p_price	op1_load	op2_load	p_load	op1_wind	op2_wind	p_wind	op1_res	op2_res	p_res	op1_wind_pen	op2_wind_pen	p_wind_pen	op1_res_pen	op2_res_pen	p_res_pen	op1_exp	op2_exp	p_exp	p_solar	p_solar_pen
07/10/12	3.436846017	3.436323184	3.559743151	10.60218803	10.73904534	10.81809854	8.311958932	9.163484324	8.985439757	8.315600432	9.163484324	9.446910186	-2.287890432	-1.57309011	-1.833235784	-2.284621402	-1.57309011	-1.366042066	1.334125	2.5	2.234916667	8.451695099	-2.351572124
08/10/12	3.357463165	3.880067834	3.849296176	10.87464755	10.85265681	11.09832879	8.924671272	8.163651192	8.263889572	8.928731901	8.163651192	9.353015386	-1.895235476	-2.672445926	-2.837153615	-1.892193557	-2.672445926	-1.745490735	2.106875	2.72075	2.626583333	8.942773079	-2.154448742
09/10/12	3.628797654	3.852909741	3.891326979	10.9313778	10.7935575	11.07041248	8.634379827	8.591752276	9.153187135	8.636851024	8.591752276	9.58062705	-2.291675388	-2.203799425	-1.911052716	-2.289646695	-2.203799425	-1.486488396	2.424875	1.93775	1.757833333	8.52456669	-2.547962952
10/10/12	3.693587106	3.952060692	4.076845114	10.87774054	10.78873643	11.02765658	8.220701091	7.829359867	7.994526347	8.232305877	7.829359867	9.470729418	-2.628809291	-2.956596249	-3.031469945	-2.6192604	-2.956596249	-1.559971196	0.99675	1.995	2.335	9.211306072	-1.820792137
11/10/12	3.754784229	3.882285187	4.106108429	10.86674059	10.79111643	11.01963547	7.418457645	8.454982093	7.2837212	7.430930457	8.454982093	9.101241303	-3.395915574	-2.322384936	-3.723954467	-3.385870248	-2.322384936	-1.918410064	-0.0005	1.9265	1.89675	8.923993186	-2.097997291
12/10/12	3.600014087	3.746440565	4.01400783	10.88496659	10.80238286	11.03571459	8.791935341	9.067731042	8.858607956	8.794416227	9.067731042	9.258790756	-2.081106745	-1.723533959	-2.175631871	-2.07909079	-1.723533959	-1.780806515	-0.295375	2.2875	0.707166667	8.1495294	-2.901044065
13/10/12	3.364144317	3.784189634	3.689212732	10.74265153	10.67930859	10.8538882	8.611395257	8.017625624	8.104682824	8.612991207	8.017625624	8.696122822	-2.123699885	-2.648655203	-2.752295571	-2.122307243	-2.648655203	-2.157483034	1.368375	2.89775	2.137833333	7.889740582	-2.959699762
14/10/12	2.90224543	3.749621716	3.533272854	10.60335585	10.68928798	10.8077833	8.418755877	7.703542528	8.203106681	8.420863304	7.703542528	8.811370064	-2.181182076	-2.97798751	-2.599737774	-2.179312461	-2.97798751	-1.986438361	0.266125	2.4405	-0.478083333	8.025459839	-2.766366584
15/10/12	3.422632662	3.6332346	3.988721666	10.84924242	10.83117312	11.05568932	8.424777419	8.860690338	8.708930971	8.425996888	8.860690338	9.102608111	-2.400450068	-1.965515085	-2.34384358	-2.399503982	-1.965515085	-1.951682556	0.67325	2.5	2.875	7.979994645	-3.07744608
16/10/12	3.578994831	3.690503135	3.863952582	10.91234835	10.8061103	11.06612782	8.972604462	8.912980958	9.135065039	8.974596994	8.912980958	9.625100206	-1.913593993	-1.892686301	-1.92876707	-1.911975562	-1.892686301	-1.446970403	1.591125	2.5	2.465	8.676790156	-2.408448481
17/10/12	3.521089303	3.649098584	3.887303309	10.89383465	10.80584162	11.06535629	8.746627713	9.040259096	8.833892293	8.748861107	9.040259096	9.403959811	-2.103683886	-1.762356164	-2.22421484	-2.101882736	-1.762356164	-1.66048874	1.223	2.5	2.64225	8.570429805	-2.502332333
18/10/12	3.539363849	3.668485402	3.828351499	10.88011581	10.79757869	11.05800353	9.033213947	8.943954908	8.961344575	9.035097974	8.943954908	9.639172716	-1.82360015	-1.853152554	-2.09611191	-1.822073301	-1.853152554	-1.426093702	1.8865	2.5	2.533916667	8.930468167	-2.142917495
19/10/12	3.606991295	3.837137808	3.90175379	10.87922574	10.79515254	11.0458748	8.753673413	8.515723612	8.342048221	8.756029958	8.515723612	9.38913882	-2.096461578	-2.271616269	-2.711724623	-2.094610287	-2.271616269	-1.668513715	0.6035	1.905	2.02825	8.956881986	-2.102874704
20/10/12	3.471772334	3.779805036	3.692954473	10.73925671	10.67961926	10.85884033	8.352423201	7.213368744	7.490456582	8.355576796	7.213368744	9.15492808	-2.378763836	-3.44983119	-3.385350386	-2.376058986	-3.44983119	-1.705405793	1.2775	2.56425	2.43975	8.945082379	-1.911672934
21/10/12	3.443378452	3.740878749	3.676258477	10.60255157	10.68706941	10.80455297	6.758816514	6.959951541	6.423716956	6.76775659	6.959951541	8.487419831	-3.83954799	-3.724955316	-4.380535877	-3.831680442	-3.724955316	-2.30809674	0.297125	2.89575	1.451166667	8.3516197	-2.442632491
22/10/12	3.66166883	3.922270322	4.0188125	10.84790645	10.79923368	11.05282068	7.948062467	7.723187568	7.61253372	7.951061408	7.723187568	9.004600996	-2.850176995	-3.074437141	-3.439667692	-2.847912539	-3.074437141	-2.053197251	0.89325	2.45025	2.270833333	8.718835846	-2.340820637
23/10/12	3.673860989	3.884703195	4.089108657	10.89774345	10.81673365	11.06311916	7.511526015	7.624799634	7.528732672	7.514731298	7.624799634	8.840542435	-3.365100723	-3.192655339	-3.531223939	-3.362486847	-3.192655339	-2.226181211	-0.004375	1.77775	1.491416667	8.526746084	-2.542483563
24/10/12	3.755193741	3.917408478	4.165255963	10.88412773	10.81909805	11.05877287	6.828218173	7.127800034	6.478875039	6.833442478	7.127800034	8.448783453	-3.990971381	-3.68428213	-4.571186873	-3.986906163	-3.68428213	-2.613061705	-1.148125	0.19525	-0.5165	8.298577084	-2.765190976
25/10/12	3.706074518	3.795489189	4.065487736	10.91068332	10.81133272	11.0584106	7.454442857	8.962162947	8.863295694	7.456555287	8.963323802	9.174647648	-3.485503079	-1.846523054	-2.186239787	-3.483546144	-1.845353041	-1.878515072	-0.671375	2.372	1.919166667	7.856176261	-3.206984612
26/10/12	3.648675758	3.833142123	4.125735558	10.88948623	10.80079422	11.04750731	8.471990784	7.652950407	7.74829248	8.477764367	7.668784214	8.448582033	-2.33764353	-3.143481975	-3.297697085	-2.332642651	-3.127693164	-2.602585886	-0.4485	2.63375	0.69875	7.762526572	-3.293772898
27/10/12	3.565192305	3.575150689	3.776642285	10.72677719	10.74178431	10.87244189	8.001623415	8.461094157	8.377962541	8.015130519	8.474254897	8.89340804	-2.732244854	-2.280294918	-2.489611939	-2.718893316	-2.26714434	-1.975246385	0.078	3	2.7815	7.984007348	-2.886250608
28/10/12	3.509154523	3.569673532	3.710987429	10.7201961	10.72535221	10.87244189	7.53007815	8.148181751	7.737066633	7.566032623	8.154812716	8.340355869	-3.174603138	-2.575443875	-3.129534853	-3.140270759	-2.56883956	-2.52981419	1.748111111	3	2.485166667	7.548471896	-3.326024441
29/10/12	3.521569655	3.576969762	3.927699485	10.83203536	10.88541152	11.10808141	8.93214136	9.221621747	9.270214438	8.943862151	9.226110615	9.588617263	-1.887877862	-1.663206243	-1.836797296	-1.878977156	-1.658693362	-1.521961813	2.674375	2.5	2.420166667	8.289198517	-2.830957954
30/10/12	3.642639161	3.952060692	4.222884351	10.87801181	10.87462152	11.0987122	8.78832754	8.246180739	8.235657745	8.792577138	8.246180739	8.713612339	-2.047762988	-2.62192156	-2.865362918	-2.044565428	-2.62192156	-2.390331386	2.333	2.8785	1.733416667	7.745895803	-3.362836573
31/10/12	3.727047931	3.664522723	4.013947625	10.86537287	10.85400578	11.09284025	8.478603339	9.066959489	8.76622227	8.498891355	9.066959489	9.401970105	-2.374392398	-1.783024692	-2.321761928	-2.358613436	-1.783024692	-1.694418108	2.9225	2.5	2.426166667	8.647927185	-2.458005651
01/11/12	3.26838002	3.479392229	3.636489067	10.68823919	10.82713119	10.8966776	9.042712532	9.466868601	9.144833649	9.045150673	9.466868601	9.368602944	-1.643130611	-1.358134723	-1.752309951	-1.640976709	-1.358134723	-1.526230726	1.019625	1.70775	0.020166667	7.761664096	-3.124011373
02/11/12	3.026867502	3.660158426	3.768268102	10.85365542	10.84844834	11.06245122	9.554247047	9.287966238	9.51346269	9.558939097	9.287966238	9.787329532	-1.28435017	-1.557809197	-1.55189432	-1.280650287	-1.557809197	-1.280648536	1.272875	1.4895	0.85175	8.358406016	-2.717937628
03/11/12	3.139399623	3.475763582	3.801873262	10.75969648	10.79237112	10.95769795	9.337031501	9.19509373	9.052406015	9.339932955	9.19509373	9.283978112	-1.41261473	-1.595370198	-1.905489551	-1.410162211	-1.595370198	-1.675247191	1.577	1.898	1.036166667	7.707561444	-3.256783316
04/11/12	2.759614292	3.524299579	3.556870711	10.6871208	10.76128545	10.87120465	8.931821852	8.982326543	8.485359156	8.936650616	8.982326543	8.920466455	-1.748959264	-1.777188327	-2.384699019	-1.74447988	-1.777188327	-1.952789283	0.784	1.035	-1.131666667	7.878626048	-3.000522104
05/11/12	3.153109884	3.720317557	4.040562794	10.84318715	10.93974116	11.14954116	8.846741333	8.919078901	8.895624034	8.850436381	8.919078901	9.161334547	-1.972949714	-2.014628788	-2.253163994	-1.970139109	-2.014628788	-1.988675616	-0.379	3	1.899916667	7.706071457	-3.447964717
06/11/12	3.599706652	3.334879501	3.978434771	10.87679877	10.88251831	11.08878837	8.737991194	9.687101276	9.057638781	8.741473796	9.687101276	9.323222641	-2.108443088	-1.189079499	-2.024822586	-2.105708318	-1.189079499	-1.762599726	1.737875	1.5	2.22475	7.867543304	-3.229408285
07/11/12	2.636822692	3.597928509	3.900506949	10.88144942	10.88722196	11.10089259	9.781757393	9.544161956	9.543476873	9.782030542	9.544161956	9.588247958	-1.072757606	-1.339160884	-1.556553249	-1.072543434	-1.339160884	-1.512129711	1.35	1.8	1.651083333	6.459753165	-4.64824507
08/11/12	3.27421592	3.680847282	3.887337476	10.87532415	10.90395398	11.09689221	9.565545687	9.229916993	9.501826824	9.567237897	9.229916993	9.64214097	-1.289608663	-1.67358465	-1.595558932	-1.288266637	-1.67358465	-1.456484129	1.6955	1.975	1.7875	7.608932631	-3.497959092
09/11/12	3.686313665	3.849296176	4.090908109	10.86364683	10.88419805	11.10476673	8.693469219	8.733640775	8.251771942	8.698266887	8.733640775	8.865396822	-2.121896372	-2.142601994	-2.850600007	-2.118291247	-2.142601994	-2.245112804	2.03325	2.14825	1.46325	8.085852941	-3.03434904
10/11/12	3.415962834	3.686877451	3.815732345	10.74869573	10.7820193	10.92873732	8.99599333	9.015612676	8.885480698	8.998827515	9.015612676	9.09700602	-1.750436483	-1.763353832	-2.042416635	-1.747895037	-1.763353832	-1.831478207	0.602125	2.464	1.692333333	7.439696393	-3.491283147
11/11/12	2.887450829	3.84865713	3.733573941	10.64904927	10.78117778	10.85876179	8.795231474	8.398248043	8.130707087	8.796505712	8.398248043	8.47331584	-1.851105487	-2.380003257	-2.724504705	-1.849918376	-2.380003257	-2.380688031	0.111875	2.6375	-0.371333333	7.235731407	-3.615322487
12/11/12	3.525551374	3.992865393	4.164984225	10.84019347	10.92773991	11.14437192	8.444014249	8.250845905	8.133576655	8.447724671	8.250845905	8.705145049	-2.354967938	-2.668489943	-3.010719061	-2.352267182	-2.668489943	-2.443241061	0.401875	2.1775	1.671416667	7.873564957	-3.280151215
13/11/12	3.669632922	3.834331698	4.135446518	10.90786471	10.93215116	11.12843142	8.187187651	8.213567357	7.961071459	8.193934545	8.213567357	8.707576608	-2.70186306	-2.714388049	-3.166824125	-2.69653906	-2.714388049	-2.419114351	1.81375	3	2.427333333	8.065083965	-3.060522613
14/11/12	3.646819715	3.872554262	4.097395459	10.91955574	10.93450777	11.12930746	7.952665234	8.08932602	7.588008438	7.962282442	8.08932602	8.761696393	-2.94326166	-2.844137091	-3.538083287	-2.935521939	-2.844137091	-2.370950008	1.281375	2.96775	2.407083333	8.391756094	-2.743838473
15/11/12	3.785523971	3.984529696	4.155740129	10.92276348	10.9462259	11.13779556	7.290861445	7.030455096	6.673135186	7.309851803	7.030455096	8.560856825	-3.593871831	-3.909186459	-4.463993971	-3.579088813	-3.909186459	-2.5797436	1.537875	2.48275	2.063083333	8.396670155	-2.744550932
16/11/12	3.724608502	3.847057727	4.109602565	10.92070674	10.90134905	11.10426526	6.991015881	7.750319812	7.195358598	7.012258865	7.750319812	8.568148154	-3.920252291	-3.147950866	-3.904874331	-3.903054333	-3.147950866	-2.538037932	1.455375	2.28975	1.536916667	8.275923644	-2.832291047
17/11/12	3.564626314	3.580667655	3.836544864	10.77965136	10.79711336	10.95227185	8.079288437	8.476470671	8.320890553	8.086995296	8.476470671	9.011845784	-2.701443913	-2.321030327	-2.630664203	-2.694534471	-2.321030327	-1.938253933	1.315	2.9795	1.650916667	8.316501838	-2.632138568
18/11/12	3.451771668	3.925777971	3.856052121	10.62414958	10.79897335	10.86500815	8.181536172	6.99674553	7.489350595	8.186258395	6.99674553	8.29212769	-2.440203309	-3.804750489	-3.367645003	-2.435842949	-3.804750489	-2.557119838	0.433375	2.887	1.269166667	7.697770327	-3.145230662
19/11/12	3.70213496	3.91456976	4.171164132	10.84365349	10.91975031	11.13252729	7.066385909	8.454165528	8.147640445	7.07606665	8.454165528	8.743194589	-3.807575033	-2.463793007	-2.982338739	-3.799915273	-2.463793007	-2.388831091	0.307	2.50275	0.788666667	7.941889637	-3.192655798
20/11/12	3.680721266	3.911572904	4.115630294	10.90669653	10.93044719	11.13357878	8.203064127	8.293148609	8.008249962	8.205772917	8.293148609	8.654248358	-2.674597064	-2.634087822	-3.124300963	-2.67247689	-2.634087822	-2.480816807	-0.018875	2.30475	0.016833333	7.911618911	-3.22622291
21/11/12	3.69299597	3.759163159	4.089485554	10.90772964	10.90600644	11.12752275	8.276879002	8.859322965	8.56735543	8.27909002	8.859322965	9.037017852	-2.618975681	-2.0389927	-2.557808356	-2.617228566	-2.0389927	-2.09079514	0.379875	2.9775	1.591833333	8.055619662	-3.076628374
22/11/12	3.48004707	3.81148418	4.109137385	10.85235921	10.90126149	11.08420324	9.091929374	8.779688601	8.586484152	9.092486092	8.779688601	8.964407064	-1.737656757	-2.115875901	-2.497189295	-1.737215733	-2.115875901	-2.119235698	2.33425	2.64875	1.803583333	7.808324574	-3.275251376
23/11/12	3.561968952	3.871357249	4.010842173	10.89975561	10.90330568	11.12933437	9.063054678	8.351450837	8.954104424	9.063882071	8.351450837	9.17251869	-1.83227714	-2.554926085	-2.178996657	-1.83162735	-2.554926085	-1.961865442	0.9875	2.497	1.956833333	7.543936748	-3.595720838
24/11/12	3.554526295	3.628731281	3.857725202	10.75339005	10.78502119	10.93527723	7.652885735	8.785822405	7.553238536	7.65477226	8.785822405	8.254254354	-3.093378703	-1.992667452	-3.38227379	-3.091680825	-1.992667452	-2.67843978	-0.766125	-0.61725	-1.346583333	7.568914378	-3.361013132
25/11/12	2.516486063	3.278653029	3.123318948	10.64904334	10.79313652	10.87410074	9.388475365	9.632430023	9.767348382	9.388903102	9.632430023	9.860448954	-1.260096163	-1.160958488	-1.104530881	-1.259696009	-1.160958488	-1.010731447	0.632	1.1535	0.903083333	7.440184848	-3.423861045
26/11/12	3.026443324	3.835303935	4.08199079	10.84930796	10.91878164	11.12741003	9.357230544	8.733978975	8.653079663	9.357498968	8.733978975	8.857684899	-1.4346452	-2.181807535	-2.47415232	-1.434451665	-2.181807535	-2.270101692	0.665625	1.69125	-0.8065	7.170453142	-3.959779889
27/11/12	3.666889436	4.041954175	4.188416602	10.90524701	10.92788353	11.1337042	8.47099322	7.646225907	7.963109448	8.471421205	7.646225907	8.248095684	-2.40932675	-3.280418962	-3.171149426	-2.408987933	-3.280418962	-2.886222287	0.067875	0.80475	-0.126166667	6.853669933	-4.280827279
28/11/12	3.691002199	3.822863869	4.157710521	10.9184374	10.94258866	11.1488314	7.099889987	8.567118425	7.990937749	7.10125836	8.567118425	8.292575533	-3.82158346	-2.368230422	-3.155235154	-3.82047677	-2.368230422	-2.854805209	-0.659	2.24425	0.268666667	6.947016456	-4.203802932
29/11/12	3.661957797	3.916313787	4.139556905	10.92400316	10.93299982	11.14493435	8.749710075	8.928046424	9.189537229	8.749862627	8.928046424	9.257688147	-2.179174833	-2.005243815	-1.955252789	-2.179051332	-2.005243815	-1.88735231	-0.173	2.32875	1.203083333	6.537775551	-4.610822641
30/11/12	3.73175933	3.970244743	4.246648299	10.92319191	10.92114283	11.12611036	8.651421372	7.856220806	7.929726175	8.651786364	7.856220806	8.461491246	-2.234133101	-3.062173406	-3.197350824	-2.233847274	-3.062173406	-2.668626063	1.882125	2.21575	0.901	7.57580984	-3.55865483
01/12/12	3.597723135	3.714303506	3.988922316	10.81821206	10.83905626	11.00824481	8.171222184	8.410274796	8.237389778	8.172385763	8.410274796	8.629259995	-2.646535466	-2.425820453	-2.769135555	-2.64548797	-2.425820453	-2.377438179	2.401875	3	2.567166667	7.502890571	-3.504167973
02/12/12	3.521680473	3.750679855	3.817071095	10.64431118	10.83346914	10.8818591	8.531811078	8.165099168	8.26326263	8.532053725	8.165099168	8.480217177	-2.110313501	-2.667522346	-2.614558418	-2.110089126	-2.667522346	-2.39558855	2.63825	3	2.928166667	6.845632948	-4.021897607
03/12/12	3.680343123	3.681791897	4.140684637	10.87827358	10.94763046	11.14956872	8.130137829	9.088456878	8.872648041	8.13100171	9.088456878	9.047130567	-2.751457288	-1.856010898	-2.275273966	-2.750779439	-1.856010898	-2.102413152	1.89825	2.5	0.655666667	7.215226805	-3.942867382
04/12/12	3.548359412	3.758463817	4.04832971	10.93689443	10.95322905	11.16077835	9.257246858	9.098549224	9.313961	9.257338097	9.098549224	9.392044516	-1.664474959	-1.855217862	-1.84645793	-1.664401676	-1.855217862	-1.768548696	1.79575	2.5	2.067166667	6.803280482	-4.359461208
05/12/12	3.727438891	3.853280985	4.193976199	10.925455	10.94169941	11.13929206	8.768737399	8.704896491	8.291607285	8.768937611	8.704896491	8.595738317	-2.116268675	-2.231813106	-2.844443632	-2.116113859	-2.231813106	-2.542666101	2.00275	2.7425	0.754666667	7.257227176	-3.887828355
06/12/12	3.639295225	3.955944192	4.174412911	10.93912232	10.97139146	11.17124234	9.117731815	8.764084909	8.93614056	9.117957024	8.764084909	9.136177821	-1.809069215	-2.200980748	-2.23497346	-1.808889932	-2.200980748	-2.035278711	2.455625	2.875	2.1815	7.428574302	-3.744430387
07/12/12	3.696599577	3.897619775	4.13517989	10.92995469	10.95601663	11.13177607	9.051194277	8.630019072	9.042113122	9.051352187	8.630019072	9.173022604	-1.875651745	-2.328150601	-2.090390285	-1.875522454	-2.328150601	-1.959495177	2.4125	2.82075	1.732333333	7.07503264	-4.057587914
08/12/12	3.664170435	3.794421203	4.084350342	10.80695643	10.83614856	10.94831368	7.580087958	8.348906484	7.711660134	7.581084563	8.348906484	8.23491129	-3.227273952	-2.484255934	-3.236581916	-3.226345013	-2.484255934	-2.709118347	2.673	3	2.3265	7.336974077	-3.60095996
09/12/12	3.518424707	3.587884396	3.57283709	10.70256727	10.8335875	10.8869072	9.060585371	9.584028566	9.69483085	9.060897489	9.584028566	9.736477942	-1.639409269	-1.249049252	-1.189768079	-1.639108328	-1.249049252	-1.147730884	2.75	1.5	1.55	6.53720294	-4.337876306
10/12/12	3.503264982	3.930893826	4.201341239	10.88753272	10.96983488	11.1470572	9.264327603	8.979577555	9.152541488	9.264409613	8.979577555	9.210116639	-1.590866035	-1.988911429	-1.994478704	-1.590804035	-1.988911429	-1.937245079	1.6175	2.5	1.247416667	6.326802957	-4.82633912
11/12/12	3.763203921	3.997420581	4.300974737	10.96263977	11.00061541	11.17006067	8.860812683	8.657555388	8.89982231	8.860865871	8.657555388	8.981245396	-2.08916779	-2.343018493	-2.270040973	-2.089124362	-2.343018493	-2.188636589	2.426	2.75	1.77325	6.432713647	-4.737388829
12/12/12	3.827853042	4.10935632	4.534667246	10.95773207	11.00720346	11.15009471	8.209640329	8.118923633	8.152493756	8.209874918	8.118923633	8.357135838	-2.728511642	-2.887693788	-2.996695874	-2.728321384	-2.887693788	-2.790179453	2.5835	2.32925	-0.204083333	6.670066351	-4.469036597
13/12/12	3.859465755	3.991065213	4.397141002	10.96960463	11.01674622	11.18373019	8.129369922	8.681147515	8.296671409	8.129532023	8.681147515	8.474567836	-2.824603658	-2.333080449	-2.884520635	-2.82447408	-2.333080449	-2.707927619	2.441375	2.04225	-0.3595	6.660384137	-4.528832627
14/12/12	3.791661649	3.536456448	4.055213845	10.9719198	10.99871913	11.16404979	8.724036818	9.864874835	9.335190525	8.724127784	9.864874835	9.404740288	-2.236349609	-1.131923225	-1.824037059	-2.236274866	-1.131923225	-1.754979096	2.488375	1.2	0.875	6.704454183	-4.462118467
15/12/12	3.018777188	3.644274271	3.722374673	10.83582386	10.88004049	11.01476513	9.578208055	8.922365257	9.05199605	9.578242449	8.922365257	9.109190239	-1.254690432	-1.956853788	-1.961256689	-1.254658914	-1.956853788	-1.904009692	0.46325	2.7025	-0.165416667	6.219426471	-4.792876744
16/12/12	3.051817195	3.679649489	3.667868597	10.70315739	10.85480271	10.94098656	8.753978273	8.336294622	8.638537286	8.754094174	8.336294622	8.738079865	-1.947431873	-2.5172515	-2.299320397	-1.947323821	-2.5172515	-2.200369044	-0.903	1.985	-0.84975	6.3815516	-4.562563709
17/12/12	3.633597954	3.894876847	4.173412436	10.85374483	10.92362015	11.11518172	7.96474838	8.098980173	8.106869299	7.96493623	8.098980173	8.264434149	-2.860433232	-2.822336776	-3.007274163	-2.860291418	-2.822336776	-2.849705658	-1.174	1.33675	-1.2385	6.338767797	-4.775350596
18/12/12	3.696506544	4.026556322	4.173155743	10.88752571	10.94384818	11.11763838	7.787736217	7.122308035	7.322687653	7.787964326	7.122308035	7.642859809	-3.068772208	-3.820228252	-3.794744479	-3.068596595	-3.820228252	-3.475132915	-0.08575	2.21375	-1.325666667	6.348144908	-4.77133488
19/12/12	3.678639706	3.825047991	4.16296329	10.95605808	10.9927353	11.15876878	7.165083808	8.083427369	7.350770903	7.16553791	8.083427369	7.867966241	-3.777843339	-2.903365728	-3.805606347	-3.777471426	-2.903365728	-3.288381692	1.903125	1.79725	0.523833333	6.961154646	-4.195150005
20/12/12	3.625906374	3.663882108	4.014790161	10.97017693	11.0119099	11.16461544	8.367854955	9.199911934	9.032573029	8.368073356	9.199911934	9.183467295	-2.610946194	-1.811268682	-2.130977316	-2.610761189	-1.811268682	-1.980601413	-0.1555	2.5	2.247916667	7.217792784	-3.949464442
21/12/12	3.175811735	3.645123472	3.862447533	10.97032319	10.92409776	11.14357408	9.154489206	8.636048097	8.828739485	9.154523903	8.636048097	8.897758979	-1.798950145	-2.276987352	-2.316057404	-1.79892193	-2.276987352	-2.247270167	0.46925	2.3655	1.640833333	6.19008143	-4.958203707
22/12/12	3.475415467	3.424425508	3.759939632	10.65497145	10.79095176	10.89513774	8.220406127	9.013053694	8.478214809	8.220538149	9.013053694	8.612107763	-2.432989241	-1.773822039	-2.418556969	-2.43287149	-1.773822039	-2.28299703	-1.320875	-0.70925	-1.265	6.535193495	-4.348352805
23/12/12	1.896119485	2.915470792	3.078923864	10.64683759	10.80660186	10.86872717	9.102554139	9.392045072	9.341035684	9.10258442	9.392045072	9.366870433	-1.543928985	-1.412439241	-1.527619722	-1.543900849	-1.412439241	-1.501424981	0.54225	-1.03175	-1.599666667	5.697946031	-5.156690377
24/12/12	1.912316432	1.968160758	3.269885746	10.67460221	10.76661482	10.93412282	8.95609098	9.564373053	8.996305007	8.956182449	9.564373053	9.157969743	-1.690913783	-1.198612825	-1.937421596	-1.690841583	-1.198612825	-1.775564277	-0.601375	1.36425	-1.651583333	7.2559955	-3.676441678
28/12/12	3.129880663	3.095125017	3.688504384	10.75495972	10.80375052	10.98747396	8.403071071	9.284557606	8.538677411	8.403176149	9.284557606	8.7850005	-2.308792303	-1.512851947	-2.443538023	-2.308711301	-1.512851947	-2.198238959	-1.47025	0.298	-0.779333333	7.263254574	-3.723659737
29/12/12	2.385431559	2.699850005	3.051836892	10.65114363	10.75580494	10.87520511	9.445565348	9.700630274	9.441346201	9.445610054	9.700630274	9.580078585	-1.20178888	-1.051102814	-1.434489875	-1.20174919	-1.051102814	-1.293994278	0.258	0.60575	-0.863916667	7.536305714	-3.325998886
30/12/12	0.072320662	2.682561438	2.717395288	10.50911414	10.66997232	10.75728567	9.714842947	9.86522556	9.859852099	9.714879364	9.86522556	9.939488786	-0.792402927	-0.801284245	-0.89607659	-0.79236926	-0.801284245	-0.816161812	1.48775	1.0665	0.431083333	7.369654279	-3.382647601
01/01/13	1.713797928	3.47800409	3.061168829	10.57054098	10.71805005	10.79503467	9.800567737	9.108343083	9.283564037	9.800590597	9.108343083	9.381894655	-0.762413478	-1.603652925	-1.505213071	-0.762393318	-1.603652925	-1.406348212	1.07025	0.63975	-0.634416667	7.013712367	-3.769374839
02/01/13	3.083456938	3.694426541	3.881718425	10.69888949	10.80425339	10.95507375	9.316701312	9.268623667	9.223306201	9.316741771	9.268623667	9.340310143	-1.367602416	-1.527801724	-1.730285413	-1.367570253	-1.527801724	-1.612781922	0.008375	2.325	2.010916667	7.136830868	-3.812245679
03/01/13	3.053588361	3.546379392	3.734211264	10.74727748	10.84733022	10.98002463	9.623209585	9.571601035	9.709962723	9.623224888	9.571601035	9.730221496	-1.123716507	-1.271440087	-1.268830979	-1.123703569	-1.271440087	-1.248418439	1.460875	1.575	1.398333333	5.820941859	-5.150213209
04/01/13	2.901970894	3.593125426	3.688650261	10.85521782	10.91658734	11.05960588	9.567363468	9.515445589	9.652415684	9.567380306	9.515445589	9.673314928	-1.268450426	-1.401452224	-1.406671888	-1.268436918	-1.401452224	-1.38568141	1.8	1.975	1.8	5.794841206	-5.259844667
05/01/13	2.889746563	3.650138626	3.719307619	10.7214982	10.77007846	10.88266544	9.389258017	8.390459215	8.597446646	9.389277876	8.390459215	8.652525409	-1.331711033	-2.371920527	-2.278633343	-1.331692326	-2.371920527	-2.222933059	1.1315	1.83725	-0.223083333	5.726121371	-5.138423968
06/01/13	3.012282067	3.593194204	3.476588261	10.59125466	10.75705678	10.79236084	8.591289253	8.798780353	9.196745293	8.591359474	8.798780353	9.239819802	-2.001228565	-1.963324082	-1.596379483	-2.001162422	-1.963324082	-1.552615705	0.643125	2.057	1.102333333	6.073535965	-4.703366567
07/01/13	3.567241341	3.905703077	4.168498168	10.81984328	10.90227951	11.09060281	8.019977448	7.651558739	7.150254953	8.020132602	7.651558739	7.609599117	-2.72339796	-3.240279234	-3.937802027	-2.723286488	-3.240279234	-3.479508329	0.93125	2.88425	2.177416667	6.610747636	-4.480164102
08/01/13	3.684086737	3.900405786	4.147542985	10.87288531	10.89670692	11.08441305	7.998199718	7.939353095	8.099206262	7.998351987	7.939353095	8.313484348	-2.864262147	-2.951056048	-2.985214601	-2.864139139	-2.951056048	-2.771318943	2.14	3	0.91575	6.667777067	-4.418628153
09/01/13	3.693244912	3.729181313	4.14760883	10.83658378	10.8984046	11.07240426	8.097913474	8.914760863	8.660716024	8.098023731	8.914760863	8.805028377	-2.742504044	-1.977020241	-2.411213078	-2.742413853	-1.977020241	-2.266905846	2.539375	3	2.498166667	6.797964594	-4.274002617
10/01/13	3.600935825	3.89360442	4.082257923	10.85686692	10.93244157	11.11086082	9.002914984	8.344620361	8.920361442	9.002958436	8.344620361	9.012357159	-1.842409661	-2.587447719	-2.189694429	-1.842375065	-2.587447719	-2.097791573	2.509625	2.98025	2.758833333	6.580698659	-4.530414275
11/01/13	3.707885195	3.915716177	4.122256918	10.88051584	10.92920203	11.10742786	8.336024969	7.959697779	8.186001256	8.336162052	7.959697779	8.609478422	-2.524998826	-2.967799928	-2.921102576	-2.524890485	-2.967799928	-2.497975588	2.42275	2.98375	2.434083333	7.545945224	-3.562173266
