week	dk2_price_vol	dk2_load_vol	dk2_wind_vol	dk2_pen_vol	dk2_exim_vol	dk2_load	dk2_wind	dk2_pen	dk2_exim
78	1.486612054	4.421040532	4.263032852	-2.997733877	5.73638135	7.257069869	4.882035034	-2.364316394	-0.93307381
79	1.960644669	4.407502433	3.737975427	-3.490602541	5.08785016	7.246864342	4.505218298	-2.716083976	-1.01985119
80	1.459259149	4.471927622	2.689440795	-4.585244908	4.423682002	7.249312355	3.287424153	-3.942469441	-1.127182738
81	1.600121415	4.766453223	4.349783391	-2.838307588	5.262842646	7.209080467	4.62707145	-2.529627365	-0.955151786
82	2.370724348	4.143369047	4.479923513	-2.651763397	5.993353783	7.225914594	4.948633236	-2.25121551	-0.867474405
83	1.659513936	4.063393877	3.81188764	-3.357954447	6.189114597	7.207780503	4.015631988	-3.147141376	-0.456004167
84	1.95532727	4.262342879	4.377277579	-2.775045472	5.671130531	7.234786834	4.309279915	-2.891794308	-0.553999405
85	1.058997795	4.543410657	4.649842052	-2.653110734	5.958454441	7.278476938	4.899082808	-2.360292717	-0.703149405
86	2.696004053	4.580620489	4.443820778	-2.822672297	6.003010839	7.320077774	4.616828157	-2.664828192	-0.885714881
87	1.889968521	4.571397556	3.637304646	-3.6170408	5.542816549	7.325313635	4.410197512	-2.881385539	-0.6905
88	1.659554529	4.574364138	4.948054779	-2.384920085	5.816510408	7.329808235	4.966915587	-2.347823663	-0.6792125
89	2.1187872	4.755669821	4.856983337	-2.542754835	5.530330319	7.329398339	5.090458197	-2.247580335	-0.948497024
90	1.532158454	4.60183574	5.042904135	-2.309382451	5.609796616	7.32311964	5.406263821	-1.926747229	-0.61452619
91	1.60651448	4.543095803	4.218121946	-3.118108938	5.053354321	7.314001828	4.718020441	-2.601582793	-0.618414881
92	1.774016433	4.438352762	2.546745315	-4.718284332	4.677043712	7.301994918	3.462195416	-3.798987724	-0.460358929
93	1.540269022	3.715551952	4.933660991	-2.336534836	4.747053982	7.327600621	6.174381165	-1.12698512	-0.367947024
94	1.906537444	4.259227341	5.406393053	-1.947054983	5.061883338	7.369480691	5.667250208	-1.669335549	-0.287886905
95	1.894981093	4.296626509	5.259565327	-2.137273155	5.389265979	7.383390343	5.948205931	-1.407079072	-0.439798214
96	1.817000158	4.551483932	5.334943252	-2.076671903	5.530535055	7.388729611	5.662246767	-1.709376758	-0.599589905
97	1.301131725	4.654217427	4.508363888	-2.909959138	4.98002134	7.377219328	5.091483538	-2.269839666	-0.624855952
98	1.349769475	4.609345631	4.881561473	-2.511107394	5.235422232	7.403198919	5.476114816	-1.912571718	-0.343642857
99	1.731145831	4.588528798	3.405395115	-3.96638516	5.363753493	7.428881243	4.019809148	-3.379578134	-0.523126786
100	2.500335376	4.706483027	5.681557755	-1.608045376	6.045781096	7.423319657	5.928115794	-1.416967082	-0.335369643
101	1.593158377	4.030791581	5.188749888	-2.175721861	5.742594265	7.460661533	6.244259361	-1.167065792	-0.352422619
102	1.467910271	4.937941124	4.932492636	-2.346769364	5.248749201	7.514452613	6.336867871	-1.115953343	-0.23042381
103	1.259128221	4.53988291	4.897640411	-2.600946038	5.474543679	7.504217824	6.315196531	-1.137940218	-0.343156548
104	2.143462469	5.356647292	5.323370562	-1.948908513	6.026834783	7.45251293	5.923427851	-1.453920352	-0.6467375
105	2.489815954	4.539172871	5.508494785	-1.856521978	6.265077088	7.421710376	6.066857036	-1.324062813	-0.111006771
106	1.868228746	4.897849372	5.240818381	-2.203632371	5.978435856	7.472749435	6.448040207	-0.984680591	0.186758333
107	1.616123411	4.637922442	5.567622996	-1.919285081	5.766926208	7.498368633	6.158906606	-1.292240773	-0.173839286
108	1.563343677	4.416814538	4.768242576	-2.71585087	6.199393378	7.493953381	5.74147577	-1.726390086	-0.26979881
109	1.26303261	4.736030571	5.184130516	-2.301128656	5.716217468	7.48930228	5.436654899	-2.016087638	-0.281620833
110	3.071099362	3.857937651	5.295952343	-2.201488151	4.569185031	7.540808017	5.696014285	-1.814822386	0.374505952
111	2.890850343	4.856208123	5.018433565	-2.596538528	5.346747415	7.569979841	5.347419274	-2.208528612	-0.188171429
112	2.666120242	4.925382122	5.381299657	-1.999301536	5.790751011	7.487673769	6.022438206	-1.423515916	-0.166683333
113	1.512677419	4.863507608	5.375709389	-2.041422982	5.023759607	7.443280484	6.368717961	-1.044555894	-0.15623869
114	1.675612692	4.773400754	4.800999282	-2.600332706	5.304489732	7.406313103	5.619494658	-1.760137631	-0.832370833
115	1.524083593	4.774061027	4.840410982	-2.420562279	5.612524789	7.420229543	6.011617253	-1.379865869	-0.794860119
116	1.192742147	4.764287188	4.937619685	-2.473449506	5.202583423	7.374330419	5.278812909	-2.084774715	-1.039003571
117	1.319589758	4.744186608	5.436643773	-1.961433013	5.459267165	7.344182504	5.443010196	-1.903266769	-0.877955357
118	1.741586766	4.842760507	5.408069386	-1.840327911	6.488004474	7.324262374	6.156360857	-1.13064469	-0.440449405
119	1.513033635	4.831462575	5.212973828	-2.053925639	5.164823497	7.262357242	5.580762536	-1.664829597	-0.99065
120	2.305303859	4.739883925	5.356106528	-1.914914991	6.087487144	7.256473653	5.232285668	-2.028284916	-0.973184524
121	1.346557843	4.778244794	4.96178635	-2.369979386	5.262248291	7.275390769	5.482423045	-1.785173485	-0.935622619
122	2.031096147	4.434470015	5.255850088	-1.916845835	5.883416916	7.264921769	5.57736855	-1.66775662	-0.82974881
123	2.138497568	4.750474563	4.935069603	-2.290944411	5.7139355	7.20714533	5.268778207	-1.903712528	-0.961195833
124	2.097067667	4.642873281	5.4973264	-1.661477562	5.620057131	7.241592244	5.853484498	-1.346743663	-0.813418452
125	2.021542784	4.571155202	5.150128035	-1.958461574	5.756991778	7.205533534	5.663146475	-1.51996361	-0.952615476
126	2.02639622	4.808122826	5.217154522	-2.045152142	5.370244055	7.224987485	5.459636171	-1.780344973	-0.972323214
127	2.078602219	4.597646574	5.158702055	-1.975264447	5.417904163	7.177800591	5.985958344	-1.17210255	-0.703664286
128	2.008590216	4.178769119	4.92340658	-2.20773661	5.495208309	7.19909583	5.639392091	-1.521830674	-0.8684125
129	2.243358665	4.549257797	4.645961842	-2.448618276	5.676985591	7.204697911	4.992899577	-2.167500146	-1.0407625
130	2.3480758	4.28421943	4.403701653	-2.852788426	5.381796386	7.219428499	5.324315746	-1.871142126	-1.140416667
131	2.045442612	4.47501949	5.561683868	-1.674856241	5.698827463	7.216578368	5.782982336	-1.409840288	-0.683145238
132	2.061830667	4.421712799	4.570286156	-2.673822674	4.708386213	7.193980934	4.826884144	-2.380801844	-0.891890476
133	2.313690661	4.765511843	4.816834616	-2.398782394	4.970573839	7.170664267	5.698590448	-1.442954651	-1.0538375
134	2.073176066	4.370963131	4.550732651	-2.695769354	3.649109606	7.132150428	5.794736137	-1.309152913	-1.256532143
135	1.992862628	3.907878138	4.745101142	-2.404208543	3.944852598	7.144872175	4.884198854	-2.245000798	-1.27882381
136	1.441372242	4.245006815	4.599485659	-2.56468199	0.986851513	7.177441573	4.948633236	-2.202185362	-1.298904762
137	2.468306582	4.594914196	5.354911149	-1.924495227	4.44060508	7.230886366	5.490510672	-1.759947175	-1.258194048
138	1.701502805	4.477801866	3.763822658	-3.297057189	4.178013042	7.232397613	4.480847959	-2.65430905	-1.197683929
139	2.318071447	4.678962401	5.125537676	-2.134134928	5.958654138	7.266324261	5.499921068	-1.756274803	-0.414897024
140	1.752189647	4.598755413	4.565848799	-2.598077199	5.135209807	7.256087183	5.019838843	-2.159056806	-1.169967857
141	2.170745589	4.482262088	5.100080287	-2.132528381	4.563690743	7.261275251	5.650084453	-1.59031212	-1.170328571
142	2.210717011	4.642747777	5.279846366	-1.937246112	5.274934987	7.261154029	5.743880398	-1.481345712	-1.112048214
143	1.797520596	4.229074108	4.635901076	-2.720560865	5.456260404	7.28483316	5.920253017	-1.351353226	-1.119607143
144	1.801387954	4.385411023	5.155636409	-2.050551016	6.011369297	7.295941002	5.947926193	-1.310572589	-0.648322619
145	1.791447801	4.384760217	4.980059071	-2.153487128	5.87391742	7.301633678	5.922647043	-1.323143467	-0.864741667
146	2.07271077	4.072571057	5.385005329	-1.915712679	5.958707007	7.326422536	5.889702048	-1.400597235	-0.740605952
147	1.160567535	4.529839035	5.250325103	-2.061688167	5.670192395	7.305688122	5.552059401	-1.744912211	-0.710583929
148	1.603531913	4.674485761	5.261097151	-2.130882253	5.795093332	7.324449799	5.405962414	-1.935618341	-0.871814452
149	1.539468962	4.60168477	5.192084497	-2.260224127	6.004564007	7.357802921	6.143418939	-1.174964473	-0.308373214
150	1.165354767	4.446261274	5.262994947	-2.194518456	5.91706584	7.397160253	6.030284539	-1.335739738	-0.442979167
151	1.464915067	4.56357127	4.453820284	-2.898252384	4.605746779	7.382420644	4.952846429	-2.384093005	-1.051269048
152	2.025267317	4.508419613	5.266610077	-2.037627042	6.315178852	7.405788716	5.755252341	-1.615901167	-0.723177976
153	1.433888891	4.33426449	5.003257485	-2.327960677	5.807030325	7.428354415	5.220581025	-2.151661152	-0.781880952
154	2.104185239	4.430530579	4.856074921	-2.563416832	6.276222386	7.52523237	5.447378586	-2.048253582	0.00358869
155	2.610253939	4.706369285	5.465262885	-2.026611887	5.321224293	7.499604448	5.835454501	-1.632609609	-0.145151786
156	2.217441053	4.226442227	5.558427153	-1.864122503	6.417914044	7.497662709	5.781753441	-1.676578489	-0.097708333
157	3.107950122	4.433132209	5.04812875	-2.258033358	5.58812666	7.356555887	6.207247744	-1.101658358	0.747724479
158	1.315439773	4.716740259	5.343300827	-2.122709502	5.564155565	7.417596043	6.069498026	-1.308630678	-0.018668229
159	1.208125489	4.541448964	4.828912173	-2.649901368	5.623642048	7.494469941	5.293095423	-2.177712477	-0.691510714
160	1.838511942	4.596221179	4.746661457	-2.704231979	6.402087818	7.530872699	5.292047754	-2.200282622	0.0508625
161	2.278266713	4.770781673	5.434536777	-2.03156564	6.014784869	7.523661379	5.8844161	-1.593356819	0.248630952
162	1.255137437	4.52002348	5.149686461	-2.377898928	5.654383652	7.498015733	6.102159026	-1.380606011	0.554444643
163	1.22002951	4.611757648	5.376405055	-2.117488949	6.047267967	7.48638974	5.531269796	-1.927323764	0.028414286
164	1.303769283	4.67385251	4.342984024	-3.177183394	5.423107795	7.483987351	4.713276927	-2.781586598	-0.21380119
165	1.758714066	4.553789491	5.096597532	-2.309094756	6.100308116	7.492747036	5.925925526	-1.532957899	0.000841667
166	1.481751576	4.747898292	5.026627433	-2.416537789	5.762432259	7.449525707	5.577008246	-1.839603679	-0.252642857
167	2.208993177	4.279850915	5.84974001	-1.526813522	5.943022287	7.428078514	6.141934994	-1.243894098	0.367467857
168	2.724221582	4.717942995	5.694443699	-1.696924812	5.956032102	7.502403272	5.748273919	-1.686330166	0.38491131
169	1.81977402	4.710426082	5.268141254	-2.229928285	5.922748127	7.509374404	6.278610762	-1.205535619	0.537342262
170	0.461531123	4.915394941	4.905002312	-2.542215535	4.570990946	7.356407202	5.481977313	-1.897606733	0.628439881
171	1.33203564	4.593074932	4.44384249	-2.946694263	5.603930774	7.355313954	4.931214086	-2.431449389	0.372326786
172	1.324836337	4.62599786	5.241786082	-2.187435695	5.457528962	7.362203276	5.631126439	-1.742080597	0.279968452
173	1.824221835	4.317658795	5.441724704	-1.88188711	5.534909746	7.278320801	5.792178475	-1.473399367	0.257266667
174	1.300149313	4.534765698	5.195063441	-2.098164076	5.792633239	7.263179441	5.37320947	-1.867758569	-0.125793452
175	0.480629789	4.753420586	5.135744676	-2.157465581	5.837526799	7.235807815	5.299031397	-1.930049449	0.086916667
176	1.235399257	4.450883926	3.995673185	-3.173651207	5.248188265	7.186410121	4.886807238	-2.289388121	0.192394048
177	1.394704434	4.927299179	5.029734337	-2.183006543	5.430847045	7.207978912	5.690138227	-1.518190997	-0.10007619
178	1.859505416	4.903485167	4.772468518	-2.439741218	5.937278649	7.207511486	5.280420066	-1.896952272	-0.143070833
179	1.653425653	4.741247063	4.931791988	-2.086920013	5.923523591	7.205652852	5.450552948	-1.704428279	-0.158827381
180	0.813209702	4.506055599	4.933195004	-2.20735588	5.970722065	7.1727169	4.887346056	-2.243997663	-0.269204762
181	1.636868501	4.4208401	5.323259672	-1.868679101	5.659579429	7.231769281	5.52324504	-1.697761258	0.351765476
182	2.149526925	4.38614479	4.645825041	-2.402416536	5.497501223	7.236849172	5.172983574	-1.982636937	-0.034132143
183	1.394024424	4.25996802	5.028575966	-2.117144251	6.034271582	7.236356484	5.801866581	-1.381876659	-0.128689286
184	1.353198036	4.734765472	3.917331615	-3.372809864	5.974727174	7.221583611	4.608319982	-2.596959911	-0.596584524
185	0.939973114	4.579875228	5.096932895	-1.893065548	6.233124177	7.095981985	5.261363131	-1.786888972	-0.438546429
186	0.898340163	3.879571671	4.614741405	-2.383008216	6.066535632	7.057098503	5.117601663	-1.884813814	-0.319303571
187	1.821818442	4.339635894	4.20318633	-2.843990248	6.305260243	7.117934199	4.309519944	-2.762596669	-0.448603571
188	1.393869537	4.537892343	4.784613802	-2.344825345	5.73113891	7.184904396	5.0560183	-2.099133712	-0.330443452
189	0.740362485	4.394657112	4.549577662	-2.548904845	6.038826892	7.238971379	5.208900501	-1.984049504	-0.112360119
190	1.174460024	4.744176816	5.269636452	-2.025908122	5.639828053	7.281250466	5.792995461	-1.467203427	0.209190476
191	1.878652487	4.479404441	4.962567547	-2.172979508	5.767807658	7.260422202	5.069764868	-2.114682771	0.040558333
192	1.986557823	4.577858092	5.193216004	-1.913840838	6.197419504	7.25227751	5.335475515	-1.842228874	-0.070945238
193	1.884538892	4.695800771	5.323254786	-1.883462711	5.964926649	7.259166393	5.744356819	-1.457838761	0.103450595
194	1.680013565	4.652791216	4.850991738	-2.388457846	5.86096914	7.273897764	4.936997297	-2.313890315	0.041545238
195	2.053848828	4.581513743	5.255268966	-2.001172011	5.80418822	7.290114214	5.42387434	-1.833604324	0.015716071
196	1.976165336	4.359291508	4.891252796	-2.360773963	6.030456564	7.298686712	4.980953072	-2.282882566	-0.23286369
197	1.748854341	4.65257784	5.245054702	-2.111327466	5.550159258	7.301200018	5.732570445	-1.566686206	0.170225
198	1.945201655	4.425730801	5.359941575	-1.857896845	6.302287957	7.293426569	5.676713032	-1.550904469	-0.172145833
199	1.655300629	4.257731697	4.8897685	-2.434576554	5.73791772	7.327596709	5.234477014	-2.073535036	0.325716071
200	1.882056135	4.568457528	5.041085415	-2.122575629	5.387965958	7.318284685	6.065514609	-1.220678072	0.57569869
201	0.917649026	4.573159574	5.339416706	-2.041278535	5.384339909	7.39546945	6.305471175	-1.063410216	0.500800595
202	1.256363676	4.627087599	5.023760561	-2.343655116	5.821222861	7.416138637	5.79150623	-1.595958851	0.2423125
203	1.219012927	4.746287536	5.089693417	-2.264984225	5.348871695	7.419037941	5.688930667	-1.662679403	-0.155585119
204	1.959071858	4.813279406	4.76548056	-2.507833585	6.162520744	7.44777903	5.040039978	-2.314115985	-0.32617381
205	1.908867144	4.628887554	5.367225447	-2.089602348	5.566700706	7.455869806	6.032600778	-1.402343765	-0.033539881
206	1.859619021	4.247910327	5.259856521	-2.228800232	5.973179889	7.492697293	6.134353067	-1.342781808	0.14670119
207	2.334599906	4.239673647	5.00597654	-2.371481294	6.176529473	7.455852602	5.480068324	-1.911535358	-0.443285714
208	2.132666696	3.895745934	5.40499013	-1.992143141	6.304632351	7.470603931	6.22236366	-1.212664629	0.043126786
209	2.306713384	4.462498247	5.47938449	-1.957298745	6.18697204	7.375580197	6.214953277	-1.168230922	0.188619643
210	1.668911532	4.438558927	4.985891112	-2.418343582	5.560411189	7.415943052	5.768565107	-1.625600551	0.016655729
211	1.063634807	4.267875607	4.114457436	-3.269672725	5.467936846	7.4728357	6.441961822	-1.001377977	0.193002381
212	2.000299746	3.970916816	5.634984469	-1.85451631	6.241183141	7.515503418	6.086734142	-1.412164627	0.000253571
213	1.680143474	4.088032547	4.591064324	-3.053940829	5.709324939	7.561657222	6.368176976	-1.160464311	0.249366667
214	1.150076214	4.938049484	5.128833336	-2.536372371	5.499543269	7.54949011	6.180509483	-1.355473205	0.09381131
215	1.513067338	4.523759609	5.370158965	-2.025035824	6.173927001	7.480347729	6.012608478	-1.425573536	-0.020849405
216	1.983761537	4.457646208	5.474904622	-1.897768511	6.18761503	7.481837352	6.188606296	-1.235781214	-0.031572024
217	1.543421838	4.401857683	4.792465074	-2.514618589	6.445521958	7.439436897	5.680335118	-1.69880847	-0.367108929
218	1.648103592	4.297124762	4.984822092	-2.445484832	6.041617636	7.40075147	5.18014363	-2.195705281	-0.704657738
219	1.876583077	4.664114035	5.215942352	-2.14448555	6.155719149	7.394866205	5.562762797	-1.799395901	-0.551259524
220	2.228438543	3.976056237	5.761443258	-1.523984584	6.643698882	7.358554093	5.851004444	-1.444386746	-0.593770238
221	0.782993442	4.547693501	5.366350837	-2.067443886	5.475199034	7.357480275	6.231851431	-1.108335244	-0.292950595
222	0.214835152	4.689498709	4.591367415	-2.829181422	5.61236624	7.351820868	5.084836799	-2.262035208	-0.702276786
223	1.249399522	4.035163624	5.168968781	-2.216021538	5.831457211	7.347928492	5.533083588	-1.817878741	-0.378891667
224	1.628469844	4.479283373	5.59325882	-1.721932428	6.389818751	7.32633246	5.862988382	-1.431839646	-0.307482738
225	1.408950653	4.744803864	5.308142044	-1.944301265	6.316881249	7.230507119	5.945046567	-1.271838373	-0.530150595
226	1.185246699	4.712405607	4.359659371	-2.724130439	6.175130314	7.241536824	5.941095011	-1.266855134	-0.827322619
227	1.577557392	4.12813472	4.381636627	-2.73352071	6.253337394	7.235777801	4.934302627	-2.248794689	-0.510290476
228	1.33828789	4.359075794	5.178587739	-1.99462676	6.035305468	7.278600186	5.641738195	-1.596098823	0.379220833
229	1.733963718	4.689443768	5.123914062	-2.166757556	5.356994183	7.247165373	5.284321064	-1.956447031	0.042809524
230	1.657143344	4.453372113	4.610886394	-2.611447098	5.746054665	7.242329457	4.910200897	-2.300366216	-0.591435119
231	2.079341495	4.541573701	5.392354921	-1.897314859	5.698409128	7.202989122	5.710821137	-1.495788516	-0.265044643
232	1.784158212	4.565296934	4.421335695	-2.707457704	5.207765326	7.195352526	4.553187431	-2.592749296	-0.254689286
233	1.699290839	4.545662432	4.992053216	-2.279573936	5.796503713	7.203117604	5.215194523	-1.990987641	-0.292380952
234	1.925778588	4.435911908	5.424078976	-1.745822364	5.848397009	7.225923255	5.762275976	-1.413433294	-0.31564881
235	1.40578359	4.300877658	5.021001027	-2.170801059	5.609128895	7.214373006	4.637037925	-2.536537878	-0.818720833
236	1.123063579	4.305930218	4.010606994	-3.283912438	5.471098393	7.213549124	5.102657245	-2.108796073	-0.98098869
