date	de_price_vol	de_load	de_wind	de_solar	de_res	de_wind_pen	de_solar_pen	de_res_pen	de_op1_exim	de_op2_exim	de_p_exim
23/06/12	1.994313093	10.71722955	8.543545239	8.72531684	9.331702661	-2.17933283	-2.090150258	-1.440600501	-0.896625	-1.02875	0.409333333
24/06/12	1.761562575	10.60660466	8.601271131	8.559007294	9.273509655	-2.034319049	-2.133154205	-1.389368895	-1.141625	1.3215	0.167083333
25/06/12	2.648784696	10.84495371	9.518109621	8.338439562	9.786134862	-1.289132644	-2.666950392	-1.064288012	0.54525	1.552	1.611166667
26/06/12	2.381952751	10.88098783	9.188686357	8.667562158	9.654840439	-1.657103205	-2.354163548	-1.252940784	1.376375	0.69025	1.945333333
27/06/12	2.352851559	10.93809747	7.930111778	8.328423591	8.842116676	-2.94717726	-2.746538627	-2.148687198	-0.069375	-0.89625	0.093166667
28/06/12	2.248911055	10.94127516	7.305461056	8.582786547	8.828694538	-3.562392458	-2.508242704	-2.209258293	-0.295625	1.192	0.42225
29/06/12	2.308384941	10.92245671	8.128771761	8.618904996	9.096718534	-2.695962988	-2.455357679	-1.875294176	0.361125	0.74525	1.335333333
30/06/12	1.819109427	10.75167341	7.685455557	8.720060427	9.024132523	-3.033285929	-2.14169473	-1.798103013	-0.7125	-0.29175	0.627
01/07/12	2.13455703	10.61645268	7.634103287	7.800824892	8.414081765	-2.986800671	-2.903871397	-2.251329442	-0.375375	0.31225	0.851583333
02/07/12	2.652112282	10.89510991	7.467318446	8.308895456	8.667290094	-3.338345955	-2.744420987	-2.304776163	-0.898875	0.35825	1.345416667
03/07/12	2.450098407	10.93712937	7.473506729	8.312537371	8.671699665	-3.382448304	-2.758217771	-2.329248755	-0.961375	0.2285	0.491666667
