BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
25.04.2013;09:00;UTC;25.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;640;Amprion;TenneT DE;Herne;Konventionell
25.04.2013;09:00;UTC;25.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;640;Amprion;TenneT DE;Walsum;Konventionell
25.04.2013;10:30;UTC;25.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;25;TenneT DE;TenneT DE;Heyden;Konventionell
25.04.2013;10:30;UTC;25.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;25;TenneT DE;TenneT DE;Ingolstadt 4;Konventionell
25.04.2013;10:30;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;270;330;945;TenneT DE;TenneT DE;Heyden;Konventionell
25.04.2013;10:30;UTC;25.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;125;TenneT DE;TenneT DE;Staudinger 5;Konventionell
25.04.2013;11:00;UTC;25.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;Amprion;TenneT DE;Scholven;Konventionell
25.04.2013;11:00;UTC;25.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;210;420;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;11:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;600;Amprion;TenneT DE;Emsland;Konventionell
25.04.2013;12:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;Amprion;TenneT DE;Scholven;Konventionell
25.04.2013;12:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;255;420;510;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
25.04.2013;13:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;120;120;120;Amprion;TenneT DE;Lünen;Konventionell
25.04.2013;13:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;20;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;13:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;20;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;13:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;Amprion;TenneT DE;Herne;Konventionell
25.04.2013;13:00;UTC;25.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;Amprion;TenneT DE;Walsum;Konventionell
25.04.2013;13:00;UTC;25.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;140;280;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;13:00;UTC;25.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;140;280;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;13:00;UTC;25.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;Amprion;TenneT DE;Herne;Konventionell
25.04.2013;13:00;UTC;25.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;Amprion;TenneT DE;Walsum;Konventionell
25.04.2013;14:00;UTC;25.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;5;5;5;Amprion;TenneT DE;Walsum;Konventionell
25.04.2013;14:00;UTC;25.04.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;Amprion;TenneT DE;Lünen;Konventionell
25.04.2013;14:00;UTC;25.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;70;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
25.04.2013;15:00;UTC;25.04.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;70;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;15:00;UTC;25.04.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;70;Amprion;TenneT DE;GK-West;Konventionell
25.04.2013;15:00;UTC;25.04.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;30;Amprion;TenneT DE;Herne;Konventionell
25.04.2013;15:00;UTC;25.04.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;55;55;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;06:00;UTC;26.04.2013;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;0;0;0;Amprion;TenneT DE;Herne;Konventionell
26.04.2013;06:00;UTC;26.04.2013;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;Lünen;Konventionell
26.04.2013;06:00;UTC;26.04.2013;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;06:00;UTC;26.04.2013;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;450;600;900;50Hertz;TenneT DE;Goldisthal, Markersbach;Sonstiges
26.04.2013;07:00;UTC;26.04.2013;09:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;120;120;300;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;07:00;UTC;26.04.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;240;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;07:00;UTC;26.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;0;0;0;Amprion;TenneT DE;Herne;Konventionell
26.04.2013;07:00;UTC;26.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;110;550;Amprion;TenneT DE;GK-West;Konventionell
26.04.2013;07:00;UTC;26.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;210;1260;Amprion;TenneT DE;Lünen;Konventionell
26.04.2013;08:00;UTC;26.04.2013;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;800;800;800;50Hertz;TenneT DE;Goldisthal, Markersbach, Schkopau;Konventionell
26.04.2013;09:00;UTC;26.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;540;800;2700;50Hertz;TenneT DE;Boxberg, Jänschwalde, Lippendorf, Schkopau;Konventionell
26.04.2013;09:00;UTC;26.04.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;TenneT DE;TenneT DE;Staudinger 5;Konventionell
26.04.2013;10:00;UTC;26.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;400;TenneT DE;TenneT DE;Staudinger 5;Konventionell
26.04.2013;10:00;UTC;26.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;200;Amprion;TenneT DE;Herne;Konventionell
26.04.2013;10:00;UTC;26.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;180;360;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;10:45;UTC;26.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;151;280;640;TenneT DE;TenneT DE;Staudinger 5;Konventionell
26.04.2013;12:00;UTC;26.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;0;0;0;Amprion;TenneT DE;Herne;Konventionell
26.04.2013;12:00;UTC;26.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;40;40;40;Amprion;TenneT DE;GK-West;Konventionell
26.04.2013;12:00;UTC;26.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;130;130;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;13:00;UTC;26.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;0;0;0;Amprion;TenneT DE;Herne;Konventionell
26.04.2013;13:00;UTC;26.04.2013;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;0;0;0;Amprion;TenneT DE;Walsum;Konventionell
26.04.2013;13:00;UTC;26.04.2013;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;160;Amprion;TenneT DE;Lünen;Konventionell
26.04.2013;22:30;UTC;26.04.2013;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;75;Amprion;TenneT DE;Scholven;Konventionell
26.04.2013;22:30;UTC;26.04.2013;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;75;Amprion;TenneT DE;Scholven;Konventionell
26.04.2013;22:30;UTC;26.04.2013;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;150;50Hertz;TenneT DE;Goldisthal;Sonstiges
26.04.2013;23:30;UTC;27.04.2013;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;TenneT DE;Goldisthal;Sonstiges
26.04.2013;23:30;UTC;27.04.2013;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;Scholven;Konventionell
26.04.2013;23:30;UTC;27.04.2013;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;Scholven;Konventionell
27.04.2013;07:00;UTC;27.04.2013;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;07:00;UTC;27.04.2013;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;07:00;UTC;27.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;600;900;3600;50Hertz;TenneT DE;Boxberg, Lippendorf, Schkopau, Schwarze Pumpe;Konventionell
27.04.2013;08:00;UTC;27.04.2013;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;300;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;08:00;UTC;27.04.2013;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;300;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;09:00;UTC;27.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;600;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;09:00;UTC;27.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;Amprion;TenneT DE;Walsum;Konventionell
27.04.2013;09:00;UTC;27.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;600;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;09:00;UTC;27.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;125;125;250;Amprion;TenneT DE;Scholven;Konventionell
27.04.2013;09:00;UTC;27.04.2013;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;125;125;250;Amprion;TenneT DE;Scholven;Konventionell
27.04.2013;10:30;UTC;27.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;163;300;408;TenneT DE;TenneT DE;Wilhelmshaven;Konventionell
27.04.2013;11:00;UTC;27.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;TenneT DE;TenneT DE;Staudinger 5;Konventionell
27.04.2013;11:00;UTC;27.04.2013;21:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;186;250;1858;TenneT DE;TenneT DE;Wilhelmshaven;Konventionell
27.04.2013;11:00;UTC;27.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;300;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;11:00;UTC;27.04.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;300;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;12:00;UTC;27.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;12:00;UTC;27.04.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;16:00;UTC;27.04.2013;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;16:00;UTC;27.04.2013;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;16:00;UTC;27.04.2013;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;TenneT DE;Boxberg, Lippendorf, Schkopau, Schwarze Pumpe;Konventionell
27.04.2013;19:00;UTC;27.04.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;550;750;1650;50Hertz;TenneT DE;Boxberg, Lippendorf, Schkopau, Schwarze Pumpe;Konventionell
27.04.2013;19:00;UTC;27.04.2013;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;19:00;UTC;27.04.2013;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;20:00;UTC;27.04.2013;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;300;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;20:00;UTC;26.04.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;600;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;21:00;UTC;26.04.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;100;Amprion;TenneT DE;Walsum;Konventionell
27.04.2013;21:00;UTC;26.04.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;75;75;Amprion;TenneT DE;Scholven;Konventionell
27.04.2013;21:00;UTC;26.04.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;75;75;Amprion;TenneT DE;Scholven;Konventionell
27.04.2013;21:00;UTC;27.04.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;200;TenneT DE;TenneT DE;Wilhelmshaven;Konventionell
27.04.2013;22:00;UTC;27.04.2013;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;Walsum;Konventionell
27.04.2013;22:00;UTC;27.04.2013;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;150;Amprion;TenneT DE;GK-West;Konventionell
27.04.2013;22:00;UTC;28.04.2013;15:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;190;190;3230;TenneT DE;TenneT DE;Wilhelmshaven;Konventionell
27.04.2013;22:00;UTC;27.04.2013;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;TenneT DE;Schkopau;Konventionell
27.04.2013;22:30;UTC;28.04.2013;19:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;4100;TenneT DE;TenneT DE;Heyden;Konventionell
27.04.2013;22:30;UTC;27.04.2013;23:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;100;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
28.04.2013;04:15;UTC;28.04.2013;07:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;5;14;TenneT DE;TenneT DE;Waldeck 5;Sonstiges
28.04.2013;04:45;UTC;28.04.2013;05:45;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;2;2;2;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
28.04.2013;04:45;UTC;28.04.2013;05:45;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;2;2;2;TenneT DE;TenneT DE;Erzhausen 1;Sonstiges
28.04.2013;08:00;UTC;28.04.2013;16:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;203;250;1625;TenneT DE;TenneT DE;Irsching 5;Konventionell
29.04.2013;08:15;UTC;29.04.2013;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;113;TransnetBW;TenneT DE;EnBW KW-Pool;Sonstiges
29.04.2013;08:30;UTC;29.04.2013;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;110;55;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
29.04.2013;09:30;UTC;29.04.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;50;TenneT DE;TenneT DE;Kiel;Konventionell
30.04.2013;22:00;UTC;01.05.2013;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;400;400;4000;Amprion;TenneT DE;Scholven;Konventionell
30.04.2013;22:00;UTC;01.05.2013;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;140;1400;Amprion;TenneT DE;GK-West;Konventionell
30.04.2013;22:00;UTC;01.05.2013;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;60;600;Amprion;TenneT DE;Walsum;Konventionell
30.04.2013;22:00;UTC;01.05.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;538;1000;12920;50Hertz;TenneT DE;Boxberg, Jänschwalde, Lippendorf, Schkopau, Schwarze Pumpe;Konventionell
30.04.2013;23:00;UTC;01.05.2013;17:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;3600;TenneT DE;TenneT DE;Wilhelmshaven;Konventionell
30.04.2013;23:00;UTC;01.05.2013;22:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;198;200;4550;TenneT DE;TenneT DE;Heyden;Konventionell
01.05.2013;04:00;UTC;01.05.2013;04:45;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;5;4;TenneT DE;TenneT DE;Waldeck 6;Sonstiges
01.05.2013;04:00;UTC;01.05.2013;05:15;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;3;3;4;TenneT DE;TenneT DE;Huntorf;Konventionell
01.05.2013;05:45;UTC;01.05.2013;22:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;225;250;3660;TenneT DE;TenneT DE;Irsching 5;Konventionell
01.05.2013;06:00;UTC;01.05.2013;07:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;90;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
01.05.2013;06:15;UTC;01.05.2013;09:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;3;3;8;TenneT DE;TenneT DE;Huntorf;Konventionell
01.05.2013;07:15;UTC;01.05.2013;13:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;3;5;19;TenneT DE;TenneT DE;Waldeck 5;Sonstiges
01.05.2013;08:00;UTC;01.05.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;600;600;1200;Amprion;TenneT DE;Scholven;Konventionell
01.05.2013;08:00;UTC;01.05.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;210;420;Amprion;TenneT DE;GK-West;Konventionell
01.05.2013;08:00;UTC;01.05.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;160;Amprion;TenneT DE;Herne;Konventionell
01.05.2013;08:00;UTC;01.05.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;160;Amprion;TenneT DE;Walsum;Konventionell
01.05.2013;08:00;UTC;01.05.2013;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;60;Amprion;TenneT DE;Lünen;Konventionell
01.05.2013;08:15;UTC;01.05.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;240;240;900;TenneT DE;TenneT DE;Waldeck 6;Sonstiges
01.05.2013;09:15;UTC;01.05.2013;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;240;240;900;TenneT DE;TenneT DE;Waldeck 5;Sonstiges
01.05.2013;10:00;UTC;01.05.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;130;260;Amprion;TenneT DE;Herne;Konventionell
01.05.2013;10:00;UTC;01.05.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;130;260;Amprion;TenneT DE;Walsum;Konventionell
01.05.2013;10:00;UTC;01.05.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;60;Amprion;TenneT DE;Lünen;Konventionell
01.05.2013;10:00;UTC;01.05.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;210;420;Amprion;TenneT DE;GK-West;Konventionell
01.05.2013;10:00;UTC;01.05.2013;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;500;500;1000;Amprion;TenneT DE;Scholven;Konventionell
01.05.2013;10:45;UTC;01.05.2013;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;166;200;1038;TenneT DE;TenneT DE;Grafenrheinfeld;Konventionell
01.05.2013;12:00;UTC;01.05.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;400;400;1600;Amprion;TenneT DE;Scholven;Konventionell
01.05.2013;12:00;UTC;01.05.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;640;Amprion;TenneT DE;Walsum;Konventionell
01.05.2013;12:00;UTC;01.05.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;120;Amprion;TenneT DE;Lünen;Konventionell
01.05.2013;12:00;UTC;01.05.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260;260;1040;Amprion;TenneT DE;GK-West;Konventionell
01.05.2013;12:00;UTC;01.05.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;600;Amprion;TenneT DE;Herne;Konventionell
01.05.2013;15:00;UTC;01.05.2013;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;TenneT DE;TenneT DE;Heyden;Konventionell
01.05.2013;16:00;UTC;01.05.2013;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;100;TenneT DE;TenneT DE;Irsching 5;Konventionell
01.05.2013;16:00;UTC;01.05.2013;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;210;420;Amprion;TenneT DE;GK-West;Konventionell
01.05.2013;16:00;UTC;01.05.2013;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;90;180;Amprion;TenneT DE;Herne;Konventionell
01.05.2013;16:00;UTC;01.05.2013;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;200;Amprion;TenneT DE;Walsum;Konventionell
01.05.2013;16:00;UTC;01.05.2013;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;400;Amprion;TenneT DE;Scholven;Konventionell
01.05.2013;17:00;UTC;01.05.2013;18:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;TenneT DE;TenneT DE;Statkraft KW-Pool;Konventionell
01.05.2013;17:00;UTC;01.05.2013;18:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;130;130;TenneT DE;TenneT DE;Irsching 5;Konventionell
01.05.2013;18:00;UTC;01.05.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;400;Amprion;TenneT DE;Scholven;Konventionell
01.05.2013;18:00;UTC;01.05.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;120;Amprion;TenneT DE;Herne;Konventionell
01.05.2013;18:00;UTC;01.05.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;120;Amprion;TenneT DE;Walsum;Konventionell
01.05.2013;18:00;UTC;01.05.2013;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;140;560;Amprion;TenneT DE;GK-West;Konventionell
