week	de_price_vol	de_load_vol	de_wind_vol	de_solar_vol	de_res_vol	de_wind_pen_vol	de_solar_pen_vol	de_res_pen_vol	de_exim_vol	de_load	de_wind	de_solar	de_res	de_wind_pen	de_solar_pen	de_res_pen	de_exim
114	2.194486257	8.46478038	7.810758806	7.288968824	8.160256785	-3.010579075	-3.405802841	-2.580293482	6.760848865	10.92274007	8.467680447	8.392542723	9.123964309	-2.408334467	-2.56329028	-1.789666778	1.675214286
115	2.685390452	8.280653357	9.05299269	7.66411982	8.773407517	-1.726524556	-3.439535372	-1.922594904	5.430586066	10.92556628	9.071814258	8.504482731	9.521000541	-1.759598764	-2.525327624	-1.377747009	1.058571429
116	0.832682574	7.989487675	8.452633291	7.264865894	8.56353745	-2.552906519	-3.853731659	-2.476035063	6.407297897	10.93824067	9.381270652	8.244080821	9.659446961	-1.553607488	-2.793854108	-1.299498079	0.799571429
117	1.485841167	8.533790229	7.534427418	6.979487016	7.768050513	-3.455823497	-3.543980916	-3.124057938	7.151934436	10.90658319	8.249829704	8.646058224	9.160588727	-2.647872207	-2.308764849	-1.770865472	2.062035714
118	1.527492594	8.519446517	7.354045297	6.577915165	7.223601101	-3.517434311	-4.733451123	-3.688466941	6.555586372	10.8944669	8.021566584	8.634818543	9.067630808	-2.824077335	-2.345853011	-1.863499009	0.139208333
119	2.179942236	8.490251304	8.63544877	6.634707561	8.645803431	-2.281363475	-3.881812753	-2.25518872	6.685764273	10.87698059	8.933805945	8.442069421	9.411010757	-1.934819242	-2.49863582	-1.484359638	0.136410714
120	1.798478049	8.531995246	8.488049232	7.192209296	8.353551939	-2.458236395	-3.761539731	-2.62100829	5.761285867	10.83371559	9.139255543	8.631725404	9.610496252	-1.68789488	-2.277979153	-1.246882096	1.324994048
121	1.730346872	8.542974867	7.225129707	7.067198104	7.230938083	-3.406158173	-4.200282884	-3.384058537	6.912604747	10.84026042	8.170293831	8.494303532	9.038511644	-2.594998303	-2.445477815	-1.824298931	1.461380952
122	2.093406105	8.313956376	7.286244369	7.180764323	7.704857564	-3.509877755	-3.477890055	-2.977436254	6.86921547	10.80950137	8.019499614	8.504309046	8.984148235	-2.748063059	-2.369513239	-1.847834414	0.211875
123	2.508963309	8.261286861	8.371227378	6.855695099	8.223429551	-2.349930466	-4.13796778	-2.360376708	6.858869096	10.87525128	9.143295344	8.533104029	9.577183936	-1.697241318	-2.430999639	-1.30513084	-0.515880952
124	1.579295528	8.549553051	8.034202543	6.877607539	8.123611546	-2.966989414	-4.184234678	-3.017162798	6.986747947	10.85666225	8.757920486	8.632542225	9.390342214	-2.108406232	-2.316087961	-1.513718115	0.259309524
125	1.848186208	8.296595483	7.28407117	6.956917905	7.447747641	-3.604807411	-3.714161085	-3.444335733	6.42987965	10.85100687	8.086315527	8.94632752	9.299205168	-2.726213386	-1.998098851	-1.604154203	-0.45677381
126	1.900094017	8.468672585	7.818020806	7.494317175	7.381051702	-3.120954447	-3.115728519	-3.523280295	6.258047782	10.76087213	8.589912323	8.645405834	9.311191151	-2.171532599	-2.170943416	-1.478090784	0.182821429
127	1.891222643	8.618345133	7.652594365	6.949322909	7.484445014	-3.260122066	-3.426392417	-3.150582522	5.757574147	10.83475638	7.888490655	8.894219742	9.205943864	-2.921563083	-2.012468596	-1.673934999	-0.577559524
128	1.93836444	8.561824297	7.013803866	6.328667891	7.076261398	-3.938048893	-3.721454817	-3.57616257	6.561221699	10.7950531	8.177965111	8.917470948	9.307720718	-2.591023106	-1.953834345	-1.529366371	-0.150839286
129	1.883416673	8.294550819	8.045178138	6.832579115	7.919756809	-2.675261919	-3.924763996	-2.633345553	6.597942128	10.79849555	8.736040441	8.789417001	9.456231991	-2.022161036	-2.095635939	-1.365076639	0.048940476
130	1.411311773	8.303366573	6.905164804	7.239285163	7.378883804	-3.833155162	-3.981643245	-3.605910438	6.764677502	10.82522829	7.790627421	8.743477301	9.069639736	-2.98839108	-2.189838293	-1.81828873	-0.274339286
131	1.434495967	8.295518508	6.26452486	6.969737123	6.582985018	-4.175602214	-4.032853626	-3.951383694	6.641442927	10.81241673	8.100512386	8.868319118	9.249511817	-2.676107137	-2.040065858	-1.615200841	-0.598839286
132	1.101795382	8.520818713	7.578790557	7.266741737	6.923380541	-3.399424608	-3.405017661	-4.296245223	4.810342503	10.81015583	8.406528382	8.403951856	9.098388129	-2.400935377	-2.466017953	-1.73980011	-1.724589286
133	1.559728936	8.312655242	7.429292623	7.073917749	7.30123148	-3.220462498	-3.689974431	-3.040113089	5.807200205	10.81557912	8.007386731	8.847011229	9.20599437	-2.732582768	-2.063922004	-1.650227956	-1.088357143
134	0.857969584	8.341309679	7.733356511	6.827338143	7.77914834	-3.148497352	-3.955839041	-3.317687501	6.319463686	10.80588556	8.334411429	8.670914197	9.209897977	-2.476399659	-2.220414418	-1.64709107	-1.107434524
135	1.893032994	8.45995267	6.618519411	7.104030135	7.050929639	-4.146171095	-3.645759061	-3.494055654	6.274607226	10.82377813	7.870517309	8.606509399	8.997895855	-2.906286071	-2.300364123	-1.864970568	-1.281059524
136	1.963344619	8.45025258	7.66188912	6.822822293	7.608839858	-2.950822964	-4.003963126	-2.796442254	6.188946563	10.80231708	8.004730216	8.616705757	9.049966636	-2.715126067	-2.271564264	-1.775803606	-1.53172619
137	2.46322458	8.4275192	8.088801724	6.682432733	8.251481502	-2.528708829	-3.997690205	-2.351170938	6.97390917	10.78527754	8.893457447	8.492016216	9.405894565	-1.854747223	-2.378128076	-1.389433351	-1.181571429
138	1.65200649	8.374414296	8.273749446	6.020682523	8.220243745	-2.597775909	-4.173971981	-2.666970879	5.940203212	10.77471006	8.882490266	8.589306938	9.439752078	-1.89384937	-2.277505655	-1.37424306	-0.860958333
139	1.70116882	8.13682609	6.683535153	7.045725869	7.191439838	-4.045031403	-3.95664798	-3.663747758	6.116039512	10.81497642	7.832020109	8.290125589	8.780226385	-2.943702442	-2.633762986	-2.083625482	-0.049083333
140	0.896906469	8.289558229	7.253819406	6.652990481	7.380332865	-3.635129505	-3.907741374	-3.648398313	5.013243919	10.80205913	7.979674058	8.437787719	8.927885345	-2.808308817	-2.443731281	-1.916349479	0.92647619
141	1.517059686	8.401405356	7.064283566	7.070060325	6.776610547	-3.673326009	-4.061737659	-4.270562726	6.515580614	10.83500545	8.324337069	8.163503303	8.940297325	-2.480498155	-2.781866751	-1.926725098	0.830886905
142	1.273616001	8.378756244	7.396400648	7.074624475	7.637795813	-3.336821373	-4.137603732	-3.27470726	6.382090799	10.84251603	8.318099174	8.31655854	9.010476335	-2.483568259	-2.633933603	-1.862780192	1.390970238
143	1.488795068	8.332081075	8.163704259	6.77256579	8.007087742	-2.805649753	-3.908256669	-3.056147034	5.993578617	10.86837875	8.736399148	8.303656066	9.236402708	-2.142721448	-2.641080667	-1.668024686	1.735982143
144	2.010565552	8.376172692	7.359592094	6.954867178	7.738420834	-3.275582317	-3.776393315	-2.881648504	5.89883805	10.81759614	7.83640078	8.253162787	8.759484954	-2.900801056	-2.630869675	-2.063607833	2.151494048
145	1.115277775	8.375176129	8.205351132	6.611209531	8.219808589	-2.737813864	-4.243207698	-2.78146417	5.839021898	10.85483489	8.815040989	7.90912343	9.154487985	-2.04400128	-3.026018152	-1.725871305	2.078494048
146	2.238628738	8.483944992	7.849023303	6.754252972	8.063592707	-2.775349936	-3.907188427	-2.534284316	5.373339606	10.8874287	8.416041083	7.8199019	8.854898796	-2.394445483	-3.111327254	-1.996829479	1.902613095
147	1.609845965	8.438312044	8.470168357	6.247189406	8.426143118	-2.523208212	-4.427704729	-2.590264164	6.491220375	10.88663095	9.100605248	7.478157516	9.280770222	-1.787002354	-3.466811058	-1.616070723	2.050414286
148	2.263033286	7.800858522	7.477090922	6.586034245	7.777887138	-3.334582557	-4.362407776	-3.063240153	6.599536279	10.91742275	8.411516442	7.898134246	8.880562122	-2.461726376	-3.106372087	-2.039831343	1.934452381
149	2.21785304	8.349868897	8.268564074	6.370587423	8.373250493	-2.645042612	-4.449951135	-2.546226628	6.210074999	10.89326106	8.893880071	7.563770357	9.128515929	-1.978611762	-3.392510866	-1.760928534	1.991208333
150	1.696797738	8.422858936	7.661160578	6.145683791	7.742773686	-3.145507239	-5.003564526	-3.098765379	6.648724792	10.91281109	8.569021361	7.077508175	8.771988231	-2.304613178	-3.948425495	-2.127939259	1.108619048
151	2.042396753	8.393203704	7.535477124	6.259446406	7.655432707	-3.214554053	-4.574440272	-3.059871155	6.295790777	10.91544857	8.23231569	7.085334782	8.508123165	-2.633835231	-3.880217182	-2.381099276	1.167988095
152	1.872821206	8.383605564	8.020183789	5.541080383	8.070023408	-2.857100877	-5.313894948	-2.799002664	7.093977565	10.92659206	9.006306091	7.196354275	9.157878039	-1.884093119	-3.808485245	-1.747846515	0.58435119
153	2.159813334	8.277059488	8.104064069	5.245985736	8.139897469	-2.798771787	-5.879204187	-2.767931641	6.704371675	10.97239013	8.514765831	6.244406412	8.61304891	-2.425136941	-4.822638256	-2.338092728	1.504571429
154	1.898249581	8.462933757	8.921033034	5.066735642	8.905187333	-2.138969007	-5.882321115	-2.160064431	6.28977062	10.95828323	9.563303599	6.355420472	9.60294935	-1.403288654	-4.677079204	-1.366125214	1.704244048
155	2.631149682	8.581419299	8.76105002	5.350053759	8.77740717	-1.978605978	-5.417414643	-1.956353189	6.228095191	10.94689425	9.753215003	6.106702614	9.778962604	-1.149717498	-4.874588014	-1.125887479	1.210553571
156	2.280658365	8.54909299	9.072482151	5.234381407	9.060108702	-1.86310799	-5.345989496	-1.883098642	6.583104022	10.81184583	9.699138775	6.708521949	9.748173126	-1.120878022	-4.157544497	-1.073999575	1.026529762
